time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2000-10-30,8.9,2.3,3.0,-2.1,0.00,0.00,24.3,337,9.96,2.08
2000-10-31,12.9,4.2,8.0,-0.9,0.00,0.00,21.9,347,12.20,2.39
2000-11-01,13.3,4.7,8.6,0.5,0.00,0.00,19.5,348,12.89,2.28
2000-11-02,15.9,5.5,12.0,1.2,0.00,0.00,17.1,349,12.54,2.55
2000-11-03,16.9,5.5,15.2,2.2,0.00,0.00,13.0,347,11.88,1.99
2000-11-04,18.7,8.6,16.3,6.7,0.00,0.00,16.0,304,11.12,2.25
2000-11-05,11.0,6.0,6.0,1.1,0.00,0.00,25.8,315,10.95,2.45
2000-11-06,12.7,3.7,8.7,-0.8,0.00,0.00,17.0,327,12.00,2.08
2000-11-07,13.4,2.7,10.5,-0.5,0.00,0.00,10.5,333,10.26,1.60
2000-11-08,15.3,3.8,13.8,1.1,0.00,0.00,9.1,336,10.79,1.50
2000-11-09,15.5,8.1,13.6,6.4,1.00,0.00,14.8,102,7.13,1.27
2000-11-10,16.0,11.3,16.9,8.5,25.40,0.00,22.0,226,4.65,1.03
2000-11-11,11.9,9.0,8.7,4.6,1.90,0.00,20.3,336,2.01,0.96
2000-11-12,11.5,7.3,8.8,3.6,0.00,0.00,20.0,357,7.22,1.55
2000-11-13,11.0,3.2,9.1,0.6,0.00,0.00,9.6,82,7.03,1.06
2000-11-14,12.2,5.9,11.1,1.5,9.40,0.00,19.2,185,2.61,0.54
2000-11-15,8.3,2.3,2.1,-2.6,0.00,0.00,25.7,285,8.87,1.87
2000-11-16,8.1,0.7,3.5,-3.3,0.00,0.00,14.7,233,8.76,1.59
2000-11-17,10.7,4.0,5.4,-1.2,0.30,0.00,21.0,261,9.92,1.90
2000-11-18,7.1,0.5,2.3,-4.0,0.00,0.00,17.6,273,9.54,1.61
2000-11-19,4.9,-0.9,1.2,-5.2,0.00,0.00,12.3,258,7.88,1.12
2000-11-20,6.4,-3.3,2.1,-7.0,1.90,0.00,18.4,237,10.37,1.13
2000-11-21,4.9,-1.8,-1.1,-6.9,0.30,0.00,21.3,268,9.24,1.54
2000-11-22,1.3,-2.5,-5.8,-9.1,0.00,0.00,27.4,276,8.65,1.68
2000-11-23,2.2,-4.2,-3.2,-10.1,0.00,0.00,21.9,295,10.21,1.49
2000-11-24,1.8,-5.5,-2.5,-9.8,0.00,0.00,12.0,295,10.08,1.08
2000-11-25,5.4,-3.6,1.3,-7.4,0.00,0.00,12.8,79,6.75,0.85
2000-11-26,11.8,4.3,10.7,0.6,15.50,0.00,28.2,88,1.15,0.36
2000-11-27,10.1,4.5,6.1,0.9,0.00,0.00,19.4,259,6.69,1.01
2000-11-28,9.2,2.4,6.0,-0.6,0.00,0.00,13.1,262,7.24,1.06
2000-11-29,8.6,0.3,5.0,-3.5,2.60,0.00,14.6,259,9.35,1.22
2000-11-30,6.9,1.0,1.5,-4.0,3.80,0.00,24.6,318,6.47,1.08
2000-12-01,4.2,-1.6,-0.7,-5.7,0.00,0.00,15.1,304,7.46,1.27
2000-12-02,0.9,-3.3,-4.8,-8.4,0.00,0.00,16.6,337,9.69,1.29
2000-12-03,1.0,-5.5,-3.1,-10.4,0.00,0.00,13.3,353,9.80,1.09
2000-12-04,5.5,-5.2,1.6,-9.7,0.00,0.00,11.1,304,9.25,1.10
2000-12-05,6.2,-4.1,1.1,-8.4,0.00,0.00,19.5,243,9.18,1.45
2000-12-06,-0.5,-4.1,-5.5,-10.2,0.00,0.00,19.4,276,9.27,1.44
2000-12-07,1.0,-4.3,-5.5,-8.2,0.00,0.00,21.0,265,8.55,1.23
2000-12-08,0.7,-3.1,-3.0,-6.9,1.40,1.19,9.5,51,2.49,0.43
2000-12-09,1.0,-4.3,-3.4,-8.3,0.20,0.21,14.4,352,9.20,0.86
2000-12-10,4.9,-4.8,1.1,-8.8,0.60,0.00,10.1,73,5.09,0.70
2000-12-11,5.8,-2.8,3.7,-6.3,0.50,0.00,10.4,14,6.45,0.63
2000-12-12,8.4,-2.8,3.7,-8.9,0.50,0.00,40.9,260,8.13,1.44
2000-12-13,-0.9,-5.5,-4.7,-10.5,0.00,0.00,17.1,346,8.85,1.09
2000-12-14,6.0,-1.8,3.6,-6.2,18.50,0.35,15.6,329,2.81,0.44
2000-12-15,2.2,-2.9,-1.6,-6.9,0.00,0.00,10.4,354,8.27,0.82
2000-12-16,10.8,-1.0,9.5,-4.4,5.80,0.00,19.7,91,1.39,0.29
2000-12-17,15.1,1.3,12.9,-6.6,21.60,0.00,34.2,195,1.12,0.50
2000-12-18,1.2,-3.2,-4.2,-9.7,0.00,0.00,32.8,264,8.85,1.49
2000-12-19,4.1,-4.1,0.6,-8.1,0.00,0.00,17.3,26,6.31,0.79
2000-12-20,1.0,-3.9,-4.0,-8.7,3.00,1.75,25.1,296,8.93,1.13
2000-12-21,0.1,-5.7,-4.4,-9.6,0.00,0.00,10.5,232,8.17,0.79
2000-12-22,0.3,-8.6,-4.1,-16.1,1.40,1.33,26.1,277,3.21,0.63
2000-12-23,-1.7,-10.5,-7.2,-17.4,0.00,0.00,26.3,290,9.30,0.98
2000-12-24,0.0,-6.4,-4.7,-10.5,0.00,0.00,16.2,232,7.57,0.82
2000-12-25,-4.3,-10.1,-10.2,-16.4,0.00,0.00,28.8,300,9.50,1.15
2000-12-26,-2.1,-10.5,-8.7,-16.8,0.00,0.00,23.7,286,9.45,1.08
2000-12-27,-0.5,-7.8,-6.4,-13.3,0.00,0.00,19.7,276,9.11,1.04
2000-12-28,-4.2,-7.6,-9.8,-14.2,0.00,0.00,25.5,303,9.27,0.97
2000-12-29,-0.8,-9.1,-5.3,-14.3,0.00,0.00,12.8,343,9.08,0.84
2000-12-30,0.4,-5.0,-5.4,-9.4,28.30,19.74,26.3,342,1.94,0.36
2000-12-31,-3.0,-7.2,-9.4,-12.5,0.00,0.35,24.7,270,9.22,0.86
2001-01-01,-2.8,-10.9,-7.3,-16.0,0.00,0.00,14.5,282,9.80,0.67
2001-01-02,-5.0,-14.1,-10.0,-19.1,0.00,0.00,13.4,307,9.94,0.58
2001-01-03,-4.8,-15.6,-8.9,-20.9,0.00,0.00,11.2,262,9.95,0.55
2001-01-04,-1.4,-14.2,-6.1,-19.2,0.00,0.00,13.0,255,9.32,0.61
2001-01-05,-0.6,-13.3,-3.9,-18.0,4.30,3.01,12.4,214,5.23,0.40
2001-01-06,1.4,-10.4,-3.0,-15.1,0.00,0.00,14.9,290,9.57,0.74
2001-01-07,1.7,-9.9,-1.7,-14.4,0.00,0.00,11.1,238,9.66,0.73
2001-01-08,1.8,-6.7,-1.5,-11.1,5.10,1.68,11.6,26,5.22,0.46
2001-01-09,0.5,-6.9,-3.5,-12.6,0.90,0.42,18.7,307,8.24,0.81
2001-01-10,-1.9,-8.2,-6.4,-13.2,0.00,0.00,18.4,286,10.39,0.89
2001-01-11,4.7,-8.5,0.6,-13.2,0.00,0.00,14.0,270,9.80,0.94
2001-01-12,1.9,-6.5,-1.2,-11.6,0.00,0.00,14.1,334,10.54,0.90
2001-01-13,1.9,-8.4,-1.4,-13.4,0.00,0.00,12.0,13,9.50,0.89
2001-01-14,3.5,-5.7,0.6,-10.4,0.00,0.00,12.2,227,8.29,0.80
2001-01-15,2.3,0.3,-0.6,-2.8,4.70,0.00,11.0,37,1.55,0.24
2001-01-16,5.7,0.0,1.2,-4.3,0.30,0.00,18.2,261,8.23,0.90
2001-01-17,4.3,-3.7,0.2,-8.2,0.00,0.00,15.7,271,7.87,0.85
2001-01-18,1.5,-3.9,-2.1,-8.0,0.90,0.56,9.8,94,4.68,0.52
2001-01-19,2.8,-1.1,0.4,-4.2,19.30,0.00,11.1,28,0.71,0.16
2001-01-20,1.5,-1.9,-2.0,-7.6,14.00,6.02,21.2,26,1.80,0.33
2001-01-21,-1.7,-9.4,-6.9,-14.4,11.20,7.84,24.3,322,10.48,0.88
2001-01-22,-0.2,-14.2,-3.5,-19.6,0.00,0.00,11.6,272,11.71,0.85
2001-01-23,1.4,-9.6,-1.8,-13.6,0.00,0.00,11.9,302,11.54,0.94
2001-01-24,2.5,-9.3,-0.7,-14.1,0.00,0.00,12.8,300,11.30,1.00
2001-01-25,2.1,-5.2,-2.8,-10.7,0.00,0.07,17.4,333,9.71,0.94
2001-01-26,-0.1,-10.5,-4.0,-15.1,0.00,0.00,14.7,295,11.98,1.00
2001-01-27,2.7,-5.8,-1.6,-10.1,0.50,0.42,19.4,266,7.95,0.85
2001-01-28,1.2,-5.7,-4.2,-10.2,0.00,0.00,17.1,291,12.05,1.18
2001-01-29,1.1,-5.4,-2.9,-10.1,0.00,0.00,10.8,265,11.63,1.12
2001-01-30,9.4,-3.3,6.3,-7.1,9.00,0.00,21.4,209,2.34,0.38
2001-01-31,8.7,-1.5,4.8,-4.2,0.00,0.00,24.4,254,10.22,1.20
2001-02-01,6.5,-2.6,2.2,-6.9,0.00,0.00,18.7,265,9.51,1.16
2001-02-02,5.2,-1.3,1.7,-6.9,1.80,0.00,23.3,252,7.41,0.83
2001-02-03,-0.4,-5.2,-6.0,-11.3,0.00,0.00,23.8,297,12.68,1.40
2001-02-04,2.4,-4.9,-2.4,-9.4,0.00,0.00,13.3,148,11.65,1.17
2001-02-05,2.2,-3.0,-2.2,-6.8,28.00,14.91,26.5,11,1.37,0.30
2001-02-06,4.3,-1.0,0.1,-6.0,0.00,0.07,22.7,260,12.13,1.20
2001-02-07,4.0,-4.8,-0.1,-9.2,0.00,0.00,14.0,286,13.89,1.21
2001-02-08,1.6,-6.2,-1.6,-11.2,0.00,0.00,12.3,304,7.34,0.78
2001-02-09,10.1,0.0,6.6,-3.2,0.00,0.00,18.6,157,8.23,0.98
2001-02-10,12.0,-3.5,7.3,-9.7,1.60,0.00,30.5,274,13.95,2.19
2001-02-11,-1.5,-7.5,-8.0,-13.0,0.00,0.00,24.2,310,14.79,1.64
2001-02-12,-1.5,-9.8,-6.2,-15.0,0.00,0.00,13.6,97,14.57,1.25
2001-02-13,7.6,-2.5,4.3,-6.2,1.50,1.05,12.1,301,14.34,1.45
2001-02-14,5.6,-2.3,2.4,-6.0,1.30,0.00,11.2,179,5.17,0.65
2001-02-15,6.7,0.5,3.6,-2.9,0.00,0.00,13.4,318,8.87,1.20
2001-02-16,4.2,-1.2,1.7,-4.7,7.50,0.00,8.3,44,1.89,0.39
2001-02-17,2.0,-5.6,-0.6,-12.3,1.70,0.00,34.0,312,13.81,1.54
2001-02-18,0.1,-8.0,-5.3,-14.2,0.00,0.00,21.1,295,16.07,1.78
2001-02-19,4.5,-6.0,-1.4,-10.7,0.00,0.00,20.8,217,15.75,1.93
2001-02-20,11.6,0.5,8.8,-4.0,0.20,0.00,13.0,222,11.71,1.77
2001-02-21,5.3,-5.0,1.3,-11.1,0.00,0.00,23.4,298,15.81,2.00
2001-02-22,-4.6,-8.6,-9.6,-13.9,5.70,4.06,16.7,44,9.00,1.15
2001-02-23,2.9,-6.1,-2.1,-10.7,1.60,1.19,16.7,299,14.44,1.29
2001-02-24,1.2,-9.1,-2.1,-14.1,0.00,0.00,13.7,296,14.04,1.36
2001-02-25,10.7,-2.4,9.5,-6.3,6.20,0.07,23.3,163,2.47,0.52
2001-02-26,11.5,0.3,10.3,-4.4,0.00,0.00,23.7,298,16.93,2.07
2001-02-27,10.1,-2.7,5.3,-6.6,0.00,0.00,16.5,299,15.31,2.04
2001-02-28,2.7,-4.6,-2.8,-8.7,0.00,0.07,17.2,336,16.73,1.87
2001-03-01,3.1,-4.7,-2.3,-9.2,0.00,0.00,18.9,303,14.20,1.69
2001-03-02,6.3,-1.9,2.1,-5.2,1.30,1.12,13.7,262,9.29,1.15
2001-03-03,7.9,-0.4,4.3,-3.7,0.00,0.00,10.3,307,9.53,1.29
2001-03-04,1.8,-1.1,-1.6,-6.8,6.00,4.27,21.5,73,3.77,0.70
2001-03-05,0.0,-1.9,-5.2,-8.1,12.70,5.04,25.8,13,2.84,0.48
2001-03-06,0.6,-3.0,-5.6,-8.5,7.10,4.97,30.8,337,5.36,0.76
2001-03-07,3.6,-2.9,0.3,-7.5,0.10,0.14,17.7,3,17.68,1.61
2001-03-08,3.3,-1.0,-0.6,-4.5,0.00,0.00,13.4,187,8.88,1.01
2001-03-09,4.7,-1.4,0.5,-6.5,9.40,1.54,19.5,243,8.60,1.03
2001-03-10,5.8,-3.1,0.1,-8.0,0.00,0.00,27.6,298,19.19,1.97
2001-03-11,9.8,-4.7,4.5,-8.9,0.10,0.00,21.5,249,14.84,1.92
2001-03-12,6.4,-5.7,3.9,-9.9,0.00,0.00,12.9,15,19.92,2.18
2001-03-13,7.8,1.4,6.8,-3.1,20.20,0.00,20.9,38,3.64,0.60
2001-03-14,8.3,1.1,2.3,-2.4,0.40,0.00,30.4,269,13.67,1.98
2001-03-15,11.2,-1.1,8.2,-4.9,0.00,0.00,12.7,232,12.96,1.97
2001-03-16,11.1,-0.8,9.2,-4.3,0.20,0.00,11.3,88,17.79,2.22
2001-03-17,7.0,2.1,4.7,-1.4,2.40,0.00,12.6,34,7.54,1.04
2001-03-18,7.7,1.0,1.3,-5.0,1.10,0.00,27.7,325,18.47,2.36
2001-03-19,10.3,-0.8,5.6,-6.0,0.00,0.00,20.5,329,21.38,2.94
2001-03-20,10.1,-1.8,7.7,-6.2,0.00,0.00,12.1,66,20.24,2.52
2001-03-21,6.7,3.7,1.9,-1.3,14.20,0.00,34.1,59,5.04,0.81
2001-03-22,7.1,3.5,2.4,-1.9,8.00,0.00,28.8,350,3.86,0.67
2001-03-23,12.4,2.1,5.1,-3.9,0.00,0.00,35.0,300,19.90,3.46
2001-03-24,10.9,2.0,5.1,-3.1,0.50,0.00,28.7,265,12.77,2.39
2001-03-25,6.7,-2.4,1.6,-7.7,0.00,0.00,22.9,296,21.59,2.71
2001-03-26,2.8,-2.8,-1.6,-8.5,4.80,3.22,19.3,318,10.58,1.43
2001-03-27,4.7,-4.5,-0.7,-10.2,0.00,0.00,20.0,303,22.14,2.51
2001-03-28,8.1,-3.4,4.2,-8.0,0.00,0.00,13.5,284,22.77,2.50
2001-03-29,7.3,-1.9,3.2,-5.6,3.30,0.00,15.3,100,11.86,1.45
2001-03-30,6.7,3.2,2.9,-2.3,39.80,0.00,29.5,46,1.65,0.34
2001-03-31,8.7,-1.4,6.7,-5.0,0.20,0.00,11.4,315,16.05,1.95
2001-04-01,5.0,3.0,2.3,0.0,0.30,0.00,10.7,69,5.85,0.88
2001-04-02,9.2,1.9,4.2,-0.8,0.50,0.00,18.4,316,11.96,1.84
2001-04-03,11.1,-1.1,7.8,-4.8,0.00,0.00,16.6,309,17.23,2.37
2001-04-04,11.3,0.3,7.2,-3.5,0.00,0.00,14.0,359,19.03,2.59
2001-04-05,15.1,-0.4,12.8,-3.8,0.00,0.00,11.7,262,24.16,3.50
2001-04-06,10.2,3.9,8.7,0.9,4.40,0.00,12.0,222,4.96,0.86
2001-04-07,11.3,4.9,10.5,0.9,0.00,0.00,15.3,87,13.59,1.80
2001-04-08,11.2,4.9,9.8,1.1,2.60,0.00,14.3,113,7.13,1.15
2001-04-09,22.4,5.0,24.9,2.5,10.90,0.00,11.1,215,21.76,3.50
2001-04-10,15.8,8.1,16.0,5.7,1.20,0.00,17.3,37,19.94,2.97
2001-04-11,11.4,6.6,8.3,4.3,0.70,0.00,15.2,108,11.53,1.71
2001-04-12,17.1,7.8,18.1,4.9,2.50,0.00,15.6,81,6.93,1.14
2001-04-13,20.9,11.3,18.2,7.3,0.40,0.00,21.1,282,15.90,3.16
2001-04-14,17.6,6.1,14.1,2.1,0.00,0.00,16.8,307,26.12,4.39
2001-04-15,16.6,4.3,16.1,1.2,0.20,0.00,12.7,309,21.86,3.54
2001-04-16,13.6,6.2,10.1,2.9,2.50,0.00,14.7,351,16.23,2.58
2001-04-17,10.6,4.6,7.9,1.4,4.30,0.00,13.0,283,16.49,2.22
2001-04-18,11.2,3.4,6.9,-2.1,3.10,0.00,24.6,326,21.61,3.36
2001-04-19,11.6,-0.0,7.1,-4.4,0.00,0.00,17.4,279,23.28,3.33
2001-04-20,16.7,2.0,15.9,-1.2,0.40,0.00,10.8,181,20.23,3.11
2001-04-21,18.9,9.1,18.2,7.3,3.70,0.00,9.8,154,13.68,2.41
2001-04-22,27.2,13.1,27.5,12.4,0.70,0.00,19.2,242,23.82,4.57
2001-04-23,21.4,12.1,21.5,11.5,0.00,0.00,13.0,110,24.39,3.99
2001-04-24,27.4,14.5,27.8,9.4,0.00,0.00,23.0,249,23.28,5.11
2001-04-25,12.5,7.8,9.0,3.3,0.00,0.00,22.4,357,14.36,2.99
2001-04-26,15.1,5.1,13.6,1.3,0.00,0.00,14.2,54,27.71,4.16
2001-04-27,20.5,4.1,19.9,1.4,0.00,0.00,13.3,300,23.48,3.98
2001-04-28,16.0,8.7,12.3,3.8,0.00,0.00,19.6,338,28.17,4.75
2001-04-29,16.2,4.8,14.2,0.6,0.00,0.00,16.4,335,28.22,4.65
2001-04-30,22.4,6.4,20.6,3.4,0.00,0.00,13.6,249,27.79,5.14
2001-05-01,27.4,11.6,27.9,9.9,0.00,0.00,13.5,245,26.48,5.46
2001-05-02,29.6,14.0,30.2,12.6,0.00,0.00,13.7,243,25.53,5.85
2001-05-03,30.2,15.3,31.9,14.8,0.00,0.00,13.1,238,23.40,5.40
2001-05-04,31.5,17.1,32.0,16.7,0.00,0.00,14.0,252,26.45,6.19
2001-05-05,22.7,15.7,21.4,12.6,0.10,0.00,19.1,346,21.75,4.63
2001-05-06,16.5,9.3,14.7,5.8,0.00,0.00,16.6,76,28.30,4.90
2001-05-07,15.9,5.8,14.3,2.6,0.00,0.00,13.3,113,29.10,4.45
2001-05-08,18.0,6.3,17.7,4.0,0.00,0.00,16.1,169,28.54,4.26
2001-05-09,22.0,8.5,21.7,7.1,0.00,0.00,7.2,247,20.95,3.64
2001-05-10,26.6,12.2,25.4,10.4,0.00,0.00,13.2,316,28.12,5.87
2001-05-11,29.1,12.5,29.3,11.5,0.00,0.00,11.1,235,22.68,5.15
2001-05-12,28.6,15.6,29.0,12.4,0.20,0.00,22.4,271,22.81,5.52
2001-05-13,19.8,12.4,16.5,8.8,0.00,0.00,22.0,349,26.45,5.44
2001-05-14,19.6,9.3,16.6,5.4,1.40,0.00,20.6,321,26.53,5.33
2001-05-15,21.1,9.3,16.9,5.4,0.00,0.00,25.1,335,27.13,5.84
2001-05-16,16.7,10.0,14.4,7.6,0.00,0.00,17.1,53,16.49,3.18
2001-05-17,15.3,11.1,13.4,9.5,0.00,0.00,12.2,159,10.19,2.17
2001-05-18,15.4,11.9,14.1,9.9,0.50,0.00,15.3,182,4.62,1.40
2001-05-19,24.8,11.8,25.6,11.2,0.50,0.00,7.3,239,20.29,3.81
2001-05-20,16.3,11.5,16.4,9.4,0.00,0.00,19.7,99,17.37,2.96
2001-05-21,15.8,11.2,13.3,9.1,4.70,0.00,19.2,94,8.65,1.72
2001-05-22,15.4,13.7,14.8,12.5,15.70,0.00,18.1,62,2.41,0.52
2001-05-23,16.4,13.2,16.4,12.2,4.30,0.00,14.8,67,3.77,0.75
2001-05-24,20.9,13.6,21.2,13.3,0.30,0.00,17.4,38,16.33,2.89
2001-05-25,15.6,13.1,13.9,11.3,0.90,0.00,18.8,62,7.09,1.41
2001-05-26,19.1,13.6,20.4,12.2,0.90,0.00,14.8,56,9.77,1.74
2001-05-27,19.9,14.1,20.1,13.9,3.00,0.00,12.0,101,11.56,2.00
2001-05-28,21.4,13.7,21.4,13.7,2.10,0.00,17.9,231,22.90,4.18
2001-05-29,22.4,12.0,23.5,10.5,4.50,0.00,11.8,259,23.73,4.16
2001-05-30,17.1,11.1,13.5,7.9,0.00,0.00,26.8,308,25.53,4.60
2001-05-31,19.2,8.9,16.2,5.1,0.00,0.00,20.4,300,30.41,5.23
2001-06-01,19.9,8.9,19.3,7.1,4.20,0.00,16.1,130,24.23,4.27
2001-06-02,22.6,13.5,24.4,12.1,20.30,0.00,16.7,167,9.01,1.78
2001-06-03,21.4,14.7,22.0,13.4,5.10,0.00,19.6,240,16.21,3.19
2001-06-04,21.0,12.3,19.9,10.1,0.00,0.00,16.3,286,19.98,3.89
2001-06-05,22.8,12.4,22.0,11.1,0.00,0.00,16.3,310,23.63,4.35
2001-06-06,23.3,15.7,23.5,15.2,0.00,0.00,15.0,313,20.62,4.22
2001-06-07,23.6,12.9,23.7,11.6,0.00,0.00,11.9,350,25.68,4.84
2001-06-08,25.1,14.6,24.0,13.3,0.00,0.00,15.6,311,30.03,6.11
2001-06-09,25.6,12.8,24.7,10.9,0.00,0.00,13.4,323,26.52,5.63
2001-06-10,26.2,13.7,25.1,12.3,0.00,0.00,16.5,301,27.19,5.76
2001-06-11,27.5,16.2,28.6,16.1,5.10,0.00,16.3,218,18.10,4.32
2001-06-12,27.7,16.2,28.5,16.6,0.10,0.00,12.3,286,24.21,4.74
2001-06-13,28.1,18.8,32.6,21.1,0.10,0.00,10.4,84,20.69,4.06
2001-06-14,27.7,20.2,30.8,22.6,0.00,0.00,12.3,96,16.26,3.33
2001-06-15,27.2,19.1,30.3,21.9,0.00,0.00,13.8,130,22.89,4.33
2001-06-16,26.5,20.5,29.6,23.4,4.20,0.00,16.0,106,16.11,3.17
2001-06-17,22.8,19.9,24.2,20.5,62.50,0.00,20.9,358,4.69,1.11
2001-06-18,27.4,17.6,29.8,17.4,0.00,0.00,16.6,307,30.00,5.98
2001-06-19,29.1,17.3,31.7,18.2,0.00,0.00,15.1,208,29.15,5.97
2001-06-20,30.2,18.8,34.2,19.5,0.30,0.00,12.3,223,28.14,5.84
2001-06-21,23.6,19.4,26.2,20.7,9.50,0.00,14.9,66,13.31,2.53
2001-06-22,24.8,19.3,25.7,20.6,1.30,0.00,21.1,138,19.69,3.66
2001-06-23,24.8,20.7,27.4,23.1,21.10,0.00,21.2,164,11.74,2.21
2001-06-24,25.1,17.9,27.5,18.9,1.60,0.00,11.5,321,20.28,3.90
2001-06-25,26.7,16.9,28.4,18.0,0.00,0.00,8.4,342,25.83,4.88
2001-06-26,29.2,17.4,31.6,19.1,0.00,0.00,9.0,287,26.25,5.23
2001-06-27,31.2,19.7,32.4,21.0,0.00,0.00,16.4,292,26.30,5.99
2001-06-28,31.5,21.6,33.2,22.5,0.00,0.00,16.3,315,27.44,6.44
2001-06-29,27.3,21.0,29.9,23.3,0.00,0.00,14.4,139,25.61,5.29
2001-06-30,32.9,22.1,36.2,24.9,0.50,0.00,16.1,236,24.80,5.84
2001-07-01,30.8,21.7,32.8,23.2,11.80,0.00,21.3,249,22.04,4.99
2001-07-02,21.9,13.8,20.6,9.9,0.00,0.00,22.7,323,30.51,5.91
2001-07-03,25.0,14.0,24.3,12.9,0.00,0.00,17.6,199,27.98,5.62
2001-07-04,26.2,18.1,28.9,19.3,9.40,0.00,13.1,190,17.95,3.61
2001-07-05,27.6,19.3,29.7,21.4,0.90,0.00,15.3,246,22.63,4.67
2001-07-06,22.3,16.4,21.9,14.5,0.00,0.00,21.7,309,25.97,5.35
2001-07-07,26.0,14.8,25.6,14.6,0.00,0.00,14.1,212,27.63,5.58
2001-07-08,23.7,18.9,25.9,18.3,1.60,0.00,13.9,187,11.67,2.81
2001-07-09,29.3,19.1,32.9,21.9,2.20,0.00,8.4,286,25.79,5.16
2001-07-10,31.5,19.6,33.2,21.5,1.50,0.00,14.6,259,24.43,5.59
2001-07-11,26.7,19.9,26.6,19.5,1.80,0.00,19.6,300,21.47,4.78
2001-07-12,24.4,16.6,22.3,15.7,0.00,0.00,18.9,293,22.39,5.15
2001-07-13,23.9,14.1,22.5,13.7,0.00,0.00,13.3,292,18.28,4.02
2001-07-14,25.0,15.9,23.7,15.2,0.00,0.00,16.9,311,21.32,4.91
2001-07-15,27.3,16.2,25.7,15.9,0.00,0.00,16.3,329,25.09,5.44
2001-07-16,29.0,16.4,29.3,17.2,0.00,0.00,10.1,271,22.68,4.89
2001-07-17,30.1,19.4,30.4,20.3,1.80,0.00,12.5,278,18.38,4.35
2001-07-18,25.6,19.7,28.2,21.6,2.00,0.00,14.1,76,15.62,3.16
2001-07-19,24.9,18.6,25.2,19.0,0.00,0.00,16.4,66,22.78,4.54
2001-07-20,26.2,16.5,26.5,17.3,0.00,0.00,12.3,68,28.92,5.67
2001-07-21,29.3,15.0,30.5,14.9,0.00,0.00,14.8,183,28.41,6.12
2001-07-22,29.0,16.9,30.0,17.7,0.00,0.00,17.5,187,28.31,6.10
2001-07-23,31.4,17.7,34.1,18.8,0.00,0.00,15.8,209,25.19,5.71
2001-07-24,33.3,22.0,35.4,24.9,0.00,0.00,18.8,225,24.39,6.29
2001-07-25,35.0,24.9,38.0,28.1,0.60,0.00,18.0,244,22.11,5.93
2001-07-26,26.6,18.3,30.8,19.1,20.90,0.00,21.4,10,6.84,1.66
2001-07-27,24.1,15.8,23.9,13.6,0.00,0.00,16.4,24,28.46,5.50
2001-07-28,24.8,15.3,26.1,15.6,0.00,0.00,14.1,194,22.12,4.46
2001-07-29,22.9,16.6,22.4,17.1,0.00,0.00,16.1,140,18.24,3.93
2001-07-30,24.0,17.8,23.8,18.0,0.00,0.00,14.1,72,20.12,4.09
2001-07-31,26.5,16.0,27.8,17.1,0.00,0.00,12.3,128,26.29,5.23
2001-08-01,30.0,16.6,30.9,16.7,0.00,0.00,12.1,249,22.19,5.07
2001-08-02,31.8,19.8,32.2,19.9,0.00,0.00,18.3,239,25.13,6.69
2001-08-03,30.7,21.1,31.5,21.1,0.10,0.00,17.1,236,17.38,5.00
2001-08-04,28.6,21.4,32.0,23.9,9.60,0.00,13.0,201,15.30,3.57
2001-08-05,28.7,19.6,32.7,22.9,1.90,0.00,10.3,160,18.65,3.84
2001-08-06,32.2,21.2,35.6,24.6,0.00,0.00,12.0,220,22.84,5.23
2001-08-07,35.6,23.2,37.5,26.1,0.00,0.00,13.8,260,24.68,6.27
2001-08-08,35.5,25.0,37.3,28.1,0.00,0.00,11.6,299,22.50,5.73
2001-08-09,37.4,23.2,39.9,25.5,0.00,0.00,16.9,236,24.78,6.84
2001-08-10,36.4,26.7,38.7,30.1,3.80,0.00,17.3,232,18.61,5.10
2001-08-11,28.8,22.9,30.9,25.0,0.30,0.00,14.0,58,12.63,3.12
2001-08-12,25.4,22.2,30.6,25.1,17.00,0.00,10.9,132,5.26,1.24
2001-08-13,28.0,22.0,32.7,25.7,15.10,0.00,10.0,259,15.43,3.06
2001-08-14,27.8,20.7,29.8,21.9,0.00,0.00,13.6,30,22.82,4.59
2001-08-15,26.4,19.5,28.5,22.1,0.00,0.00,10.0,101,20.88,4.11
2001-08-16,27.5,18.3,29.7,20.4,0.00,0.00,17.3,162,24.50,4.89
2001-08-17,29.7,20.7,32.0,22.1,0.30,0.00,17.1,216,18.39,4.32
2001-08-18,28.4,19.2,28.8,20.1,0.00,0.00,11.8,262,16.42,3.90
2001-08-19,26.7,21.6,28.6,24.6,0.00,0.00,11.4,147,12.87,2.83
2001-08-20,28.1,21.6,31.5,24.7,12.60,0.00,10.4,185,14.10,2.91
2001-08-21,27.6,19.8,28.2,21.5,0.00,0.00,13.3,271,17.02,3.93
2001-08-22,29.3,18.8,29.4,19.6,0.00,0.00,11.1,285,22.31,4.99
2001-08-23,28.9,18.2,30.3,19.4,12.10,0.00,11.2,237,14.97,3.42
2001-08-24,26.9,18.4,28.1,19.4,0.30,0.00,15.1,14,20.85,4.07
2001-08-25,24.9,18.3,25.9,18.4,0.00,0.00,13.0,94,23.31,4.53
